Intent Tag,User Query (Pattern),Bot Response
hostel_fee,What is the hostel fee at PTU?,"The hostel fee at PTU generally ranges from ₹30,000 to ₹50,000 per year, depending on the type of accommodation and the hostel. For detailed fee structures, contact the hostel office."
hostel_fee,Is the hostel fee refundable?,"The hostel fee is typically non-refundable. However, you should check with the hostel administration for specific refund policies related to cancellation."
hostel_facilities,Is there a mess in the hostel?,"Yes, PTU hostels have a mess that provides both vegetarian and non-vegetarian food options. The menu is designed to cater to students' dietary preferences."
hostel_facilities,Are there any recreational facilities in the hostel?,"Yes, PTU hostels offer recreational facilities like indoor games, television rooms, and common areas for relaxation and social interaction."
hostel_rules,What are the rules in PTU hostels?,"PTU hostel rules include maintaining discipline, respecting roommates, adhering to the mess timings, and following curfew hours for safety and security."
hostel_rules,Is there a curfew time for hostel students?,"Yes, PTU has a curfew time for hostel students to ensure safety. Generally, students are expected to be inside the hostel premises by a designated time, especially for female students."
hostel_visitation,Can visitors come to the hostel?,"Visitors are allowed in the hostel but only during specific hours and with prior permission from the hostel warden. Male visitors are usually allowed to meet male students, and female visitors can meet female students."
hostel_visitation,Can I stay out overnight from the hostel?,Overnight stays outside the hostel are allowed with prior permission from the hostel warden. Students must inform the warden in advance and follow hostel guidelines.
hostel_contact,How can I contact the hostel warden?,"You can contact the hostel warden through the hostel office. For detailed contact information, please visit the official PTU website or get in touch with the admission office."
hostel_contact,Can I contact the hostel chief warden directly?,"To contact the chief warden, you can reach out to the hostel office. Specific contact details are available through the administration or the PTU website."
hostel_accommodation,Can I change my room in the hostel?,"Room changes in the hostel can be requested, subject to availability. You need to approach the hostel warden and provide valid reasons for the request."
hostel_accommodation,Are there any facilities for students with disabilities in the hostel?,"Yes, PTU offers special accommodations for students with disabilities, including accessible rooms and other necessary facilities. Contact the hostel office for further details."
hostel_accommodation,Is there an AC hostel at PTU?,PTU offers both AC and non-AC rooms depending on availability and the hostel's infrastructure. You may need to inquire about availability and pricing at the hostel office.
hostel_accommodation,How can I apply for hostel accommodation?,You can apply for hostel accommodation by submitting the hostel admission form along with the required documents during the admission process.
hostel_security,What security measures are in place in the hostels?,"PTU hostels have round-the-clock security personnel, CCTV cameras, and restricted entry to ensure the safety of students."
hostel_security,Is there a night security in the hostel?,"Yes, PTU provides night security in the hostels to ensure the safety of students. Security guards are stationed at entry points and around the hostel premises."
hostel_maintenance,Who is responsible for maintenance issues in the hostel?,The hostel warden and maintenance staff are responsible for addressing any issues related to the maintenance of hostel facilities. Students can report problems to them.
hostel_maintenance,What should I do if there is an issue with my room?,"If you have an issue with your room (e.g., plumbing, electricity, etc.), you should inform the hostel warden or the maintenance department to have the issue addressed promptly."
fee_structure_btech,What is the fee structure for B.Tech at PTU?,"The fee structure for the B.Tech program at IKGPTU varies depending on the affiliated college, chosen branch, and seat type. Typically, the annual tuition fee ranges from ₹80,000 to ₹1,20,000. Additional charges include examination fees, registration charges, university development fund, and a refundable security deposit. Hostel and mess fees are charged separately if availed."
fee_structure_bca,What is the fee structure for BCA at PTU?,"At IKGPTU, the Bachelor of Computer Applications (BCA) program usually has an annual tuition fee ranging between ₹35,000 to ₹50,000, depending on the affiliated college. There may be additional charges like exam fees, library fees, development fund, and a one-time refundable security deposit. Hostel and mess fees are separate and vary by college and facilities provided."
